Year,Borough,Weighted_In_Degree,Weighted_Out_Degree,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,Community_ID,Participation_Coefficient,Average_House_Price,Weighted_In_Degree_Lag1,Weighted_Out_Degree_Lag1,Betweenness_Centrality_Lag1,Closeness_Centrality_Lag1,Eigenvector_Centrality_Lag1,Community_ID_Lag1,Participation_Coefficient_Lag1,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Borough_Barking & Dagenham,Borough_Barnet,Borough_Brent,Borough_Bromley,Borough_Camden,Borough_City of London,Borough_Croydon,Borough_Ealing,Borough_Enfield,Borough_Greenwich,Borough_Hackney,Borough_Hammersmith & Fulham,Borough_Haringey,Borough_Harrow,Borough_Havering,Borough_Hillingdon,Borough_Hounslow,Borough_Islington,Borough_Kensington & Chelsea,Borough_Lambeth,Borough_Lewisham,Borough_Merton,Borough_Newham,Borough_Redbridge,Borough_Richmond upon Thames,Borough_Southwark,Borough_Tower Hamlets,Borough_Waltham Forest,Borough_Wandsworth,Borough_Westminster,Weighted_In_Degree_Lag1_Year_Interaction,Weighted_Out_Degree_Lag1_Year_Interaction,Betweenness_Centrality_Lag1_Year_Interaction,Closeness_Centrality_Lag1_Year_Interaction,Eigenvector_Centrality_Lag1_Year_Interaction,COVID_Period,Weighted_In_Degree_Lag1_COVID_Interaction,Weighted_Out_Degree_Lag1_COVID_Interaction,Betweenness_Centrality_Lag1_COVID_Interaction,Closeness_Centrality_Lag1_COVID_Interaction,Eigenvector_Centrality_Lag1_COVID_Interaction
2014,Islington,74040.28571428571,73494.28571428571,12.428571428571429,0.05627086227902877,0.29066117674485376,1.2857142857142858,0.8744687127823505,585554.0833333334,70207.14285714286,71689.14285714286,4.857142857142857,0.04970645158926907,0.2962312277351526,1.1428571428571428,0.8749387836696254,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,123604.12474848532,126213.27967806267,8.551307847082105,0.08751135843180777,0.5215338516463717,0,0.0,0.0,0.0,0.0,0.0
2015,Islington,77242.85714285714,77376.0,2.142857142857143,0.054290361583275944,0.298249838249571,1.1428571428571428,0.8610274821209837,643568.5,74040.28571428571,73494.28571428571,12.428571428571429,0.05627086227902877,0.29066117674485376,1.2857142857142858,0.8744687127823505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,204392.90140844477,202885.633802811,34.30985915492858,0.1553392817843566,0.802388600591404,0,0.0,0.0,0.0,0.0,0.0
2016,Islington,76261.14285714286,76574.57142857143,2.142857142857143,0.05330895347021374,0.30289914594944417,1.4285714285714286,0.8899974840076403,642557.1666666666,77242.85714285714,77376.0,2.142857142857143,0.054290361583275944,0.298249838249571,1.1428571428571428,0.8610274821209837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,290476.6599597524,290977.35211266985,8.05835010060345,0.20416234567231506,1.1215874198962503,0,0.0,0.0,0.0,0.0,0.0
2017,Islington,213381.93589681617,225184.598923727,0.0,0.22408083449005217,0.2830673085810561,1.119047619047619,0.8811515831654783,650539.9166666666,76261.14285714286,76574.57142857143,2.142857142857143,0.05330895347021374,0.30289914594944417,1.4285714285714286,0.8899974840076403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,363046.00402413873,364538.10060361563,10.201207243460592,0.2537806517314358,1.4419705821254987,0,0.0,0.0,0.0,0.0,0.0
2018,Islington,143444.93097742682,153914.71524575877,0.0,0.216988421833818,0.2657342724643013,1.121212121212121,0.8763468539684132,649957.6666666666,213381.93589681617,225184.598923727,0.0,0.22408083449005217,0.2830673085810561,1.119047619047619,0.8811515831654783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1229200.1659407972,1297190.1543634234,0.0,1.2908318493863389,1.630627171966906,0,0.0,0.0,0.0,0.0,0.0
2019,Islington,6990.477713561066,7525.6445433330155,4.104203709569563,27.605978689424358,0.2479074554365618,1.0170731707317073,0.871054971005405,633900.25,143444.93097742682,153914.71524575877,0.0,0.216988421833818,0.2657342724643013,1.121212121212121,0.8763468539684132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,969768.5474530149,1040550.1875769483,0.0,1.4669639785948085,1.7965133913079312,0,0.0,0.0,0.0,0.0,0.0
2020,Islington,4066.6688506423698,4009.5369962017953,60.491721854304636,1265663.8506114567,0.2130269827965091,1.1026490066225165,0.8825988247994235,661645.25,6990.477713561066,7525.6445433330155,4.104203709569563,27.605978689424358,0.2479074554365618,1.0170731707317073,0.871054971005405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54250.04535453673,58403.24145600632,31.850933013701493,214.2379472939812,1.9239015203597767,1,6990.477713561066,7525.6445433330155,4.104203709569563,27.605978689424358,0.2479074554365618
2021,Islington,15327.88550353794,16140.131164070426,8.31578947368421,406814.31350173283,0.2885406490702765,1.138755980861244,0.892351747778654,679635.6666666666,4066.6688506423698,4009.5369962017953,60.491721854304636,1265663.8506114567,0.2130269827965091,1.1026490066225165,0.8825988247994235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35626.31021266945,35125.80298080977,529.9415632870019,11087928.381412942,1.8662363844989782,1,4066.6688506423698,4009.5369962017953,60.491721854304636,1265663.8506114567,0.2130269827965091
2022,Islington,6601.096831299712,6792.753331298259,10.691056910569106,24000.463344704152,0.25132748587170495,1.032520325203252,0.8890133610438681,693094.75,15327.88550353794,16140.131164070426,8.31578947368421,406814.31350173283,0.2885406490702765,1.138755980861244,0.892351747778654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,149608.79794298176,157536.77319296778,81.16679021497339,3970736.890939416,2.8163192930380276,1,15327.88550353794,16140.131164070426,8.31578947368421,406814.31350173283,0.2885406490702765
2023,Islington,20146.973225043985,20864.507104016215,6.787162162162162,10.05677008940358,0.2853846996874257,1.6047297297297298,0.908375442828877,694025.75,6601.096831299712,6792.753331298259,10.691056910569106,24000.463344704152,0.25132748587170495,1.032520325203252,0.8890133610438681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,71031.52083257666,73093.85274805396,115.04179548837656,258258.5069768146,2.704425340929312,1,6601.096831299712,6792.753331298259,10.691056910569106,24000.463344704152,0.25132748587170495
2001,Kensington & Chelsea,55682.0,55480.28571428572,4.5,0.08218428986985175,0.2772745937174991,2.5714285714285716,0.901949587838595,454578.1666666667,58160.28571428572,54810.28571428572,4.071428571428571,0.09314807442964039,0.29713647292502465,2.2857142857142856,0.9045416983004264,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-653688.8450704273,-616036.7323943706,-45.760563380282015,-1.0469318788007544,-3.339646554847484,0,0.0,0.0,0.0,0.0,0.0
2002,Kensington & Chelsea,56403.71428571428,55679.142857142855,9.90952380952381,0.05579714552538289,0.27366118991696314,2.7142857142857144,0.9055789186110909,498131.75,55682.0,55480.28571428572,4.5,0.08218428986985175,0.2772745937174991,2.5714285714285716,0.901949587838595,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-570152.3098591594,-568086.8692152962,-46.077464788732755,-0.8415208272589112,-2.8391356286284988,0,0.0,0.0,0.0,0.0,0.0
2003,Kensington & Chelsea,52525.142857142855,51968.57142857143,6.523809523809525,0.07197976946806796,0.2685774216332271,2.7142857142857144,0.9055664995764606,498248.8333333333,56403.71428571428,55679.142857142855,9.90952380952381,0.05579714552538289,0.27366118991696314,2.7142857142857144,0.9055789186110909,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-521138.5432595618,-514443.9114688173,-91.55841716968557,-0.5155341896429788,-2.5284752195144984,0,0.0,0.0,0.0,0.0,0.0
2004,Kensington & Chelsea,54689.42857142857,54505.142857142855,4.3809523809523805,0.05257625846064073,0.27249988958789384,2.5714285714285716,0.899624262341625,554183.5833333334,52525.142857142855,51968.57142857143,6.523809523809525,0.07197976946806796,0.2685774216332271,2.7142857142857144,0.9055664995764606,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-432777.5855130827,-428191.7505030223,-53.75251509054379,-0.5930727484340869,-2.2129266430343577,0,0.0,0.0,0.0,0.0,0.0
2005,Kensington & Chelsea,51322.57142857143,52695.71428571428,5.314285714285715,0.06217889598803644,0.26948184333834707,2.7142857142857144,0.8964907814823567,562860.8333333334,54689.42857142857,54505.142857142855,4.3809523809523805,0.05257625846064073,0.27249988958789384,2.5714285714285716,0.899624262341625,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-395920.6519114732,-394586.5271629822,-31.715627095909134,-0.3806224908277413,-1.9727456795518166,0,0.0,0.0,0.0,0.0,0.0
2006,Kensington & Chelsea,57365.142857142855,58626.57142857143,9.20238095238095,0.06921362313539753,0.26578075839253856,2.5714285714285716,0.8979118417779955,647041.4166666666,51322.57142857143,52695.71428571428,5.314285714285715,0.06217889598803644,0.26948184333834707,2.7142857142857144,0.8964907814823567,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-320223.9315895413,-328791.5694165032,-33.15814889336059,-0.38796128060141544,-1.681414881674497,0,0.0,0.0,0.0,0.0,0.0
2007,Kensington & Chelsea,60980.0,61807.71428571428,2.2857142857142856,0.07230616549948046,0.26704910426506123,2.7142857142857144,0.8977683854871652,807903.3333333334,57365.142857142855,58626.57142857143,9.20238095238095,0.06921362313539753,0.26578075839253856,2.5714285714285716,0.8979118417779955,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-300561.0301810911,-307170.20523139305,-48.215291750503745,-0.36264039163898976,-1.3925414383383923,0,0.0,0.0,0.0,0.0,0.0
2008,Kensington & Chelsea,60804.857142857145,61303.71428571428,5.404761904761904,0.053660768748816375,0.2625460718014065,2.5714285714285716,0.904321166280209,849187.4166666666,60980.0,61807.71428571428,2.2857142857142856,0.07230616549948046,0.26704910426506123,2.7142857142857144,0.8977683854871652,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-258520.84507042743,-262029.88732394858,-9.690140845070605,-0.3065374058499159,-1.132137751884295,0,0.0,0.0,0.0,0.0,0.0
2009,Kensington & Chelsea,59672.57142857143,59888.857142857145,0.0,0.049046019313780505,0.2606364162334958,2.0,0.89735148571043,763009.75,60804.857142857145,61303.71428571428,5.404761904761904,0.053660768748816375,0.2625460718014065,2.5714285714285716,0.904321166280209,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-196973.48088531673,-198589.49698189626,-17.50838363514463,-0.17383065932715594,-0.8505013593566899,0,0.0,0.0,0.0,0.0,0.0
2010,Kensington & Chelsea,62518.857142857145,62617.142857142855,10.285714285714286,0.04302175978632334,0.2708826648291527,2.2857142857142856,0.904823873606457,905971.0,59672.57142857143,59888.857142857145,0.0,0.049046019313780505,0.2606364162334958,2.0,0.89735148571043,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-133632.94164990418,-134117.29979879755,-0.0,-0.10983545170269549,-0.5836787349454552,0,0.0,0.0,0.0,0.0,0.0
2011,Kensington & Chelsea,61887.71428571428,62536.57142857143,4.5,0.04531501119582726,0.24907029591048482,2.2857142857142856,0.9043824970438935,983063.1666666666,62518.857142857145,62617.142857142855,10.285714285714286,0.04302175978632334,0.2708826648291527,2.2857142857142856,0.904823873606457,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-77488.16096579978,-77609.97987928067,-12.748490945674869,-0.05332274452389716,-0.3357418944361546,0,0.0,0.0,0.0,0.0,0.0
2012,Kensington & Chelsea,64488.857142857145,64391.142857142855,0.0,0.044395022178993215,0.2515453297894262,2.2857142857142856,0.9011963158605639,1091782.0,61887.71428571428,62536.57142857143,4.5,0.04531501119582726,0.24907029591048482,2.2857142857142856,0.9043824970438935,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-14818.185110668937,-14973.545271634785,-1.0774647887327546,-0.010850073103229873,-0.0596365497250656,0,0.0,0.0,0.0,0.0,0.0
2013,Kensington & Chelsea,66534.28571428571,64472.28571428572,0.0,0.04785204238649774,0.25478259744447346,2.7142857142857144,0.9031136194256151,1218946.5833333333,64488.857142857145,64391.142857142855,0.0,0.044395022178993215,0.2515453297894262,2.2857142857142856,0.9011963158605639,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,49047.86317906928,48973.54527162462,0.0,0.03376522813613213,0.19131616631869836,0,0.0,0.0,0.0,0.0,0.0
2014,Kensington & Chelsea,68770.85714285714,67086.0,4.0,0.05626328185159902,0.2703172845149196,2.5714285714285716,0.8997554447545736,1394049.0833333333,66534.28571428571,64472.28571428572,0.0,0.04785204238649774,0.25478259744447346,2.7142857142857144,0.9031136194256151,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,117137.82696176528,113507.54527162462,0.0,0.08424655349735134,0.4485609109937709,0,0.0,0.0,0.0,0.0,0.0
2015,Kensington & Chelsea,64482.857142857145,64796.57142857143,2.642857142857143,0.07102517957249581,0.23980187338276387,2.857142857142857,0.8984256345137837,1408869.1666666667,68770.85714285714,67086.0,4.0,0.05626328185159902,0.2703172845149196,2.5714285714285716,0.8997554447545736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,189846.30985914942,185195.1549295721,11.04225352112644,0.15531835553398715,0.7462279966890522,0,0.0,0.0,0.0,0.0,0.0
2016,Kensington & Chelsea,64226.57142857143,63780.0,0.0,0.07412821878128936,0.23764026007144742,2.4285714285714284,0.9129070250092298,1380880.5833333333,64482.857142857145,64796.57142857143,2.642857142857143,0.07102517957249581,0.23980187338276387,2.857142857142857,0.8984256345137837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,242491.87122735902,243671.61368208737,9.938631790744255,0.2670946893782532,0.9017901435661492,0,0.0,0.0,0.0,0.0,0.0
2017,Kensington & Chelsea,189847.94400972957,189679.9232771759,0.6666666666666666,0.31219646243805077,0.23775982030196546,2.6904761904761907,0.9115680955893404,1454785.8333333333,64226.57142857143,63780.0,0.0,0.07412821878128936,0.23764026007144742,2.4285714285714284,0.9129070250092298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,305754.6639838983,303628.7323943611,0.0,0.35289208377570963,1.1313015197767307,0,0.0,0.0,0.0,0.0,0.0
2018,Kensington & Chelsea,129321.80348991868,128374.68354236166,29.757575757575758,0.3527181013414392,0.2353049257811736,2.484848484848485,0.9059016367483023,1475627.75,189847.94400972957,189679.9232771759,0.6666666666666666,0.31219646243805077,0.23775982030196546,2.6904761904761907,0.9115680955893404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1093631.1140842016,1092663.2200051248,3.8403755868544067,1.7984275089740984,1.3696305141338383,0,0.0,0.0,0.0,0.0,0.0
2019,Kensington & Chelsea,8157.607212790997,8091.314917907336,5.608108916173432,20.776382738310467,0.2435843533590489,2.4416873449131513,0.8830578348742834,1337299.5,129321.80348991868,128374.68354236166,29.757575757575758,0.3527181013414392,0.2353049257811736,2.484848484848485,0.9059016367483023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,874288.2489459187,867885.1845117306,201.17797695262246,2.3845730794913917,1.5907938644360844,0,0.0,0.0,0.0,0.0,0.0
2020,Kensington & Chelsea,2717.3542207912988,2794.00779464977,12.35430463576159,468229.2337980899,0.15296925133408856,2.0860927152317883,0.9013134565216578,1428848.1666666667,8157.607212790997,8091.314917907336,5.608108916173432,20.776382738310467,0.2435843533590489,2.4416873449131513,0.8830578348742834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,63307.62780630695,62793.162250237976,43.52208468748633,161.23643505364717,1.8903518126878107,1,8157.607212790997,8091.314917907336,5.608108916173432,20.776382738310467,0.2435843533590489
2021,Kensington & Chelsea,13148.579228522533,12988.256910577626,8.85645933014354,283301.97740165517,0.22443217453053513,2.3301435406698565,0.8913153320332333,1454001.3333333333,2717.3542207912988,2794.00779464977,12.35430463576159,468229.2337980899,0.15296925133408856,2.0860927152317883,0.9013134565216578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23805.553877917922,24477.082370030155,108.23066878089632,4101951.8791888626,1.34009682154651,1,2717.3542207912988,2794.00779464977,12.35430463576159,468229.2337980899,0.15296925133408856
2022,Kensington & Chelsea,6692.874023041083,6627.276516504938,9.434426229508198,24114.25106301034,0.23082384746209328,2.334016393442623,0.8921046519791802,1565767.75,13148.579228522533,12988.256910577626,8.85645933014354,283301.97740165517,0.22443217453053513,2.3301435406698565,0.8913153320332333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,128337.54092064846,126772.70477507354,86.44403261675244,2765186.9061879637,2.1905844640797123,1,13148.579228522533,12988.256910577626,8.85645933014354,283301.97740165517,0.22443217453053513
2023,Kensington & Chelsea,15525.204524637431,15660.09280088086,12.050335570469798,9.431885527066528,0.21474272442174658,1.7684563758389262,0.8806602599362217,1476107.8333333333,6692.874023041083,6627.276516504938,9.434426229508198,24114.25106301034,0.23082384746209328,2.334016393442623,0.8921046519791802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,72019.09512117393,71313.22899450331,101.51974139921421,259482.92693154595,2.4837946402963094,1,6692.874023041083,6627.276516504938,9.434426229508198,24114.25106301034,0.23082384746209328
2001,Lambeth,57417.42857142857,57660.57142857143,8.095238095238095,0.07907630207038006,0.3613940983908655,2.4285714285714284,0.9028770847469864,176297.91666666666,54218.28571428572,57660.857142857145,2.083333333333333,0.09169850128912503,0.3232408981056269,0.8571428571428571,0.9027590375907436,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-609382.9859154973,-648075.5492957793,-23.415492957746643,-1.0306394933622858,-3.6330455871590437,0,0.0,0.0,0.0,0.0,0.0
2002,Lambeth,57426.57142857143,59120.0,8.623809523809523,0.061192931995422827,0.34879012695110256,1.4285714285714286,0.8884979381560144,203881.25,57417.42857142857,57660.57142857143,8.095238095238095,0.07907630207038006,0.3613940983908655,2.4285714285714284,0.9028770847469864,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-587922.1207243507,-590411.7665996022,-82.8906773977203,-0.8096967831713627,-3.700471965213539,0,0.0,0.0,0.0,0.0,0.0
2003,Lambeth,53307.42857142857,54596.0,19.9047619047619,0.09018469788751764,0.3436727620381804,1.4285714285714286,0.8958306163139095,217718.83333333334,57426.57142857143,59120.0,8.623809523809523,0.061192931995422827,0.34879012695110256,1.4285714285714286,0.8884979381560144,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-530589.1670020167,-546235.4929577513,-79.67914151576193,-0.5653882167464468,-3.222624271548243,0,0.0,0.0,0.0,0.0,0.0
2004,Lambeth,56274.857142857145,57493.42857142857,19.25,0.07221613635115436,0.3516050317523079,0.8571428571428571,0.9026025769602348,237536.0,53307.42857142857,54596.0,19.9047619047619,0.09018469788751764,0.3436727620381804,1.4285714285714286,0.8958306163139095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-439223.179074451,-449840.2816901452,-164.00402414487078,-0.7430711023126525,-2.831669940737148,0,0.0,0.0,0.0,0.0,0.0
2005,Lambeth,55780.57142857143,57744.28571428572,12.214285714285714,0.05844076991397939,0.3647452861275391,1.2857142857142858,0.880729267869028,244991.08333333334,56274.857142857145,57493.42857142857,19.25,0.07221613635115436,0.3516050317523079,0.8571428571428571,0.9026025769602348,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-407398.26156942104,-416220.0321931636,-139.359154929579,-0.5228041420351233,-2.545422342544905,0,0.0,0.0,0.0,0.0,0.0
2006,Lambeth,61469.42857142857,63158.857142857145,0.8571428571428571,0.08026437012406352,0.3517856763343647,1.5714285714285714,0.8786022752379089,267781.8333333333,55780.57142857143,57744.28571428572,12.214285714285714,0.05844076991397939,0.3647452861275391,1.2857142857142858,0.880729267869028,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-348039.3400402459,-360291.8108651958,-76.21026156941747,-0.36463747988581974,-2.2758050951338293,0,0.0,0.0,0.0,0.0,0.0
2007,Lambeth,65102.57142857143,66327.71428571429,8.285714285714286,0.07689446488975327,0.35701864853745674,1.4285714285714286,0.8877332412538285,319266.0833333333,61469.42857142857,63158.857142857145,0.8571428571428571,0.08026437012406352,0.3517856763343647,1.5714285714285714,0.8786022752379089,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-322065.1750503067,-330916.82897384814,-4.490945674044334,-0.4205400800866491,-1.8431587548786714,0,0.0,0.0,0.0,0.0,0.0
2008,Lambeth,67135.14285714286,67314.28571428571,19.119047619047617,0.05049134564334299,0.35138260566715546,1.4285714285714286,0.8814961972419784,316312.25,65102.57142857143,66327.71428571429,8.285714285714286,0.07689446488975327,0.35701864853745674,1.4285714285714286,0.8877332412538285,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-275998.2253521179,-281192.1408450758,-35.12676056338095,-0.32598921030727,-1.5135579325320634,0,0.0,0.0,0.0,0.0,0.0
2009,Lambeth,65054.57142857143,65598.0,16.988095238095237,0.07129909874314082,0.3343438641657056,1.1428571428571428,0.8799494445680068,286189.3333333333,67135.14285714286,67314.28571428571,19.119047619047617,0.05049134564334299,0.35138260566715546,1.4285714285714286,0.8814961972419784,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-217480.04024145406,-218060.3621730436,-61.93494299128254,-0.16356351405590386,-1.13828168033025,0,0.0,0.0,0.0,0.0,0.0
